Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
single_bac.21Aug2025_25um.png,126,51959.544,412.377,58.691,255,92.015,0.623,0.966,24.022,1545.627,1154.468,88.196,22.763
