Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
single_bac.28Aug2025_000008_30um_mask.png,89,60061.563,674.849,67.843,255,112.737,0.677,0.980,30.845,1522.112,1123.584,101.422,28.511
